OrderID,CustomerID,StoreID,OrderDate
11692,9586,3,2026-07-04
11693,2267,10,2025-10-31
11694,2971,8,2026-04-22
11695,2925,4,2025-04-12
11696,6103,8,2025-10-24
11697,5932,14,2026-07-06
11698,588,4,2025-09-28
11699,1690,10,2026-07-01
11700,5205,5,2026-02-14
11701,3201,14,2025-01-21
11702,5398,6,2025-04-18
11703,5006,7,2025-02-13
11704,1783,16,2025-07-08
11705,6879,5,2024-08-30
11706,6676,16,2026-04-09
11707,6481,10,2025-04-26
11708,8265,9,2024-10-29
11709,2802,12,2025-09-19
11710,1901,1,2024-11-01
11711,6992,12,2025-08-04
11712,6622,13,2026-01-27
11713,6785,15,2024-12-14
11714,1287,8,2024-11-29
11715,9827,8,2024-09-24
11716,6921,20,2025-10-19
11717,8434,15,2025-12-19
11718,4481,13,2024-09-10
11719,3477,10,2024-08-30
11720,5741,10,2025-04-16
11721,576,17,2024-09-11
11722,7506,11,2024-08-23
11723,1196,13,2024-09-19
11724,6424,6,2026-01-30
11725,7085,15,2025-04-05
11726,6835,18,2026-05-01
11727,8420,3,2025-03-28
11728,5901,18,2025-12-01
11729,9937,20,2024-10-12
11730,1105,15,2025-04-30
11731,3332,5,2024-08-20
11732,4686,19,2025-06-13
11733,850,18,2025-06-14
11734,9933,7,2025-10-03
11735,226,7,2024-10-26
11736,5920,7,2026-02-23
11737,8608,13,2026-04-29
11738,607,11,2025-03-20
11739,1171,6,2026-06-05
11740,2740,20,2026-03-11
11741,4085,3,2025-01-30
11742,6183,10,2026-06-26
11743,4189,4,2025-06-10
11744,6301,13,2024-10-13
11745,3172,14,2025-08-08
11746,6551,3,2025-11-01
11747,6349,15,2025-12-03
11748,8389,16,2025-05-01
11749,3896,6,2025-11-17
11750,4400,14,2025-11-07
11751,8702,10,2026-05-13
11752,6630,5,2025-08-14
11753,3263,8,2025-07-18
11754,9455,19,2024-10-16
11755,4325,18,2024-12-14
11756,1159,5,2026-06-02
11757,3655,5,2026-01-21
11758,2291,3,2024-10-25
11759,383,7,2025-10-13
11760,3575,20,2025-11-27
11761,7567,2,2024-07-24
11762,5658,5,2026-03-22
11763,8396,3,2025-08-13
11764,7226,1,2024-10-15
11765,9999,9,2025-09-06
11766,7841,11,2025-09-15
11767,4068,13,2025-01-31
11768,7804,16,2026-04-20
11769,4606,17,2024-11-20
11770,2272,7,2025-06-15
11771,6383,17,2026-02-11
11772,9194,4,2025-03-26
11773,5675,10,2025-08-07
11774,1359,7,2025-01-02
11775,9334,5,2025-10-28
11776,7360,3,2024-11-14
11777,1100,8,2025-07-04
11778,3610,8,2025-01-10
11779,6299,11,2025-07-06
11780,3874,12,2025-05-11
11781,9834,18,2026-03-29
11782,2844,8,2026-04-25
11783,8119,10,2026-03-21
11784,3616,13,2024-10-24
11785,8524,7,2025-09-09
11786,1850,8,2024-07-28
11787,9039,2,2024-08-14
11788,9991,5,2025-05-11
11789,2340,11,2025-02-21
11790,9163,1,2024-12-13
11791,715,6,2025-10-20
11792,2227,8,2025-06-23
11793,5842,20,2024-12-15
11794,4594,16,2025-05-03
11795,3660,4,2025-01-21
11796,2736,19,2024-12-09
11797,2530,12,2025-08-21
11798,5639,9,2026-02-03
11799,7618,9,2024-12-10
11800,3647,9,2024-11-07
11801,2437,7,2024-09-19
11802,2339,14,2024-10-25
11803,3203,11,2026-06-10
11804,8829,1,2024-10-06
11805,6271,8,2024-12-04
11806,5995,17,2025-03-23
11807,8510,9,2024-12-12
11808,31,6,2026-06-30
11809,1408,4,2024-08-23
11810,8367,20,2025-08-12
11811,5098,4,2026-01-10
11812,2538,4,2026-06-03
11813,6378,7,2026-03-15
11814,6775,7,2025-11-08
11815,4282,13,2025-08-16
11816,8688,10,2025-08-25
11817,9770,19,2026-04-21
11818,8951,13,2026-06-13
11819,2439,10,2024-09-05
11820,4112,17,2026-01-01
11821,6629,7,2025-11-13
11822,5710,17,2025-03-24
11823,9276,10,2024-11-14
11824,3146,16,2024-09-13
11825,9059,1,2024-09-13
11826,4657,8,2025-03-03
11827,6274,4,2025-03-26
11828,3914,17,2025-10-07
11829,4345,19,2024-12-10
11830,7048,2,2024-08-31
11831,4145,4,2024-11-03
11832,8824,6,2024-08-30
11833,704,7,2026-06-13
11834,4899,2,2026-04-24
11835,5593,13,2025-03-28
11836,3209,9,2025-10-08
11837,6503,5,2024-12-20
11838,6744,8,2025-09-12
11839,4043,15,2024-08-17
11840,3484,4,2026-05-10
11841,3957,11,2024-12-04
11842,4361,6,2025-09-29
11843,783,8,2025-02-04
11844,6104,13,2026-03-09
11845,8235,14,2025-03-05
11846,1237,7,2024-08-27
11847,9110,1,2025-02-23
11848,731,17,2025-08-16
11849,8073,12,2025-09-29
11850,9543,3,2024-12-24
11851,4204,16,2025-09-10
11852,9860,14,2025-04-21
11853,4411,19,2024-11-10
11854,7872,17,2025-10-24
11855,4896,18,2024-10-06
11856,93,2,2025-03-17
11857,2294,12,2026-05-03
11858,8753,3,2025-12-09
11859,5314,8,2025-02-12
11860,832,3,2024-12-28
11861,1327,15,2025-08-29
11862,8701,19,2025-12-28
11863,1563,5,2025-08-14
11864,6091,18,2024-07-21
11865,4133,16,2026-05-24
11866,7493,13,2025-04-12
11867,7970,20,2025-03-07
11868,7360,13,2025-08-20
11869,3554,20,2026-06-26
11870,5921,5,2025-05-22
11871,6319,12,2025-01-28
11872,8116,11,2025-02-16
11873,9385,20,2024-09-18
11874,4674,14,2026-06-01
11875,6083,3,2025-02-07
11876,6337,8,2024-10-21
11877,7905,15,2025-09-22
11878,9010,19,2025-09-29
11879,7051,15,2024-11-25
11880,1321,6,2026-04-16
11881,123,1,2024-08-29
11882,419,14,2026-06-21
11883,551,16,2025-11-24
11884,3227,17,2025-05-24
11885,3713,6,2026-05-13
11886,8432,20,2025-09-18
11887,7014,18,2025-11-21
11888,5166,16,2026-05-21
11889,606,15,2024-09-17
11890,4408,2,2026-02-18
11891,4060,20,2024-07-24
11892,5259,11,2024-12-02
11893,5854,10,2024-11-13
11894,584,2,2025-09-16
11895,1873,2,2024-08-29
11896,7200,14,2025-07-18
11897,2348,8,2024-11-27
11898,934,12,2025-08-28
11899,4799,2,2025-09-19
11900,8689,10,2025-05-21
11901,9758,14,2025-01-06
11902,663,8,2025-09-17
11903,1683,17,2024-11-16
11904,2475,8,2025-12-21
11905,118,2,2024-10-27
11906,2039,9,2025-12-11
11907,5681,15,2026-04-13
11908,9462,12,2025-07-06
11909,3465,17,2025-08-18
11910,2305,2,2025-04-23
11911,3565,20,2024-11-09
11912,5692,19,2025-08-22
11913,5928,20,2025-05-20
11914,5685,3,2025-08-23
11915,9979,5,2026-04-19
11916,9973,10,2024-07-26
11917,9875,14,2026-06-03
11918,2749,12,2024-12-18
11919,4283,1,2025-06-18
11920,8176,19,2026-03-07
11921,8765,5,2024-10-29
11922,5975,17,2025-10-20
11923,9429,11,2025-07-13
11924,4528,19,2024-11-26
11925,4103,2,2025-01-30
11926,9029,16,2024-07-13
11927,8278,18,2025-01-22
11928,38,14,2026-06-30
11929,7658,19,2024-09-13
11930,598,19,2025-03-05
11931,9129,10,2025-06-20
11932,9706,6,2025-09-24
11933,7344,4,2024-10-28
11934,1821,16,2025-05-15
11935,240,6,2026-05-26
11936,3206,6,2025-08-07
11937,6067,5,2026-01-26
11938,6057,11,2025-09-09
11939,6050,11,2026-02-15
11940,8329,11,2024-09-18
11941,2704,9,2026-06-22
11942,6605,9,2025-11-20
11943,8888,11,2025-09-17
11944,7124,1,2026-06-09
11945,2518,6,2024-08-15
11946,2853,6,2025-08-16
11947,7357,10,2026-03-17
11948,9811,15,2025-05-22
11949,2561,16,2025-06-17
11950,9165,13,2025-04-09
11951,2618,9,2025-06-20
11952,6143,15,2026-04-05
11953,5545,16,2024-09-09
11954,7494,4,2026-05-07
11955,1183,16,2024-10-21
11956,2942,3,2024-11-16
11957,3562,9,2025-01-02
11958,5145,3,2026-02-18
11959,869,6,2025-05-11
11960,5550,6,2026-04-11
11961,3080,19,2026-04-13
11962,615,15,2025-04-19
11963,1895,19,2026-02-12
11964,167,19,2025-02-06
11965,7755,1,2024-08-02
11966,971,10,2025-07-08
11967,3315,2,2025-03-22
11968,7514,16,2024-10-10
11969,8623,13,2025-03-27
11970,7059,5,2025-06-09
11971,5660,15,2026-05-10
11972,8143,1,2025-01-30
11973,5149,11,2024-07-23
11974,2111,16,2026-04-29
11975,293,12,2025-09-24
11976,8888,20,2025-03-20
11977,6307,15,2024-09-10
11978,7325,13,2024-12-11
11979,9021,13,2025-05-30
11980,692,4,2024-08-03
11981,2966,18,2024-09-13
11982,307,4,2026-04-28
11983,9083,4,2026-02-20
11984,3279,19,2025-10-27
11985,222,11,2026-07-08
11986,9547,13,2024-07-13
11987,6280,6,2025-03-24
11988,7511,16,2026-02-11
11989,8813,4,2025-02-01
11990,8385,4,2025-10-31
11991,2512,3,2025-11-05
11992,6844,6,2025-03-15
11993,7646,13,2025-06-07
11994,6586,17,2025-05-01
11995,9621,1,2026-05-17
11996,7068,14,2025-03-09
11997,3574,1,2024-08-03
11998,8758,6,2025-04-25
11999,3833,2,2026-01-21
12000,3640,19,2025-04-24
12001,258,18,2025-03-20
12002,8960,10,2024-11-18
12003,4028,20,2025-03-15
12004,3874,19,2025-11-27
12005,6357,5,2025-09-12
12006,3069,13,2024-07-30
12007,8764,10,2024-10-18
12008,7005,1,2024-10-22
12009,494,4,2024-08-30
12010,2417,12,2025-09-02
12011,5218,11,2026-01-29
12012,1167,18,2024-10-13
12013,5751,4,2026-04-10
12014,4700,16,2025-05-20
12015,2716,4,2026-03-22
12016,2775,12,2026-04-15
12017,6128,15,2025-09-10
12018,394,4,2026-02-19
12019,8215,20,2025-12-02
12020,3198,9,2026-07-09
12021,4811,10,2026-05-20
12022,4489,7,2025-08-22
12023,9835,13,2025-05-06
12024,9363,8,2026-07-08
12025,8350,10,2026-03-13
12026,5234,5,2025-01-12
12027,5386,4,2024-11-03
12028,4633,7,2025-08-30
12029,9654,11,2025-10-29
12030,9388,2,2025-02-08
12031,78,10,2025-11-25
12032,1072,13,2024-09-01
12033,5774,20,2025-09-06
12034,5755,14,2026-07-09
12035,9304,15,2026-06-10
12036,8443,12,2026-03-19
12037,5571,15,2026-03-25
12038,7724,5,2025-11-20
12039,3089,9,2024-11-06
12040,8023,3,2025-10-11
12041,8267,7,2025-05-31
12042,6459,3,2025-09-09
12043,1721,6,2025-02-22
12044,460,18,2024-08-14
12045,8862,20,2025-11-28
12046,2757,8,2024-10-16
12047,7324,12,2025-04-22
12048,663,14,2026-02-04
12049,39,14,2024-10-08
12050,7906,4,2026-05-03
12051,4360,11,2024-08-05
12052,4715,5,2025-08-07
12053,9410,18,2026-06-07
12054,7896,20,2026-04-28
12055,3811,4,2026-05-15
12056,175,14,2026-05-05
12057,5614,8,2026-06-22
12058,7747,4,2026-02-14
12059,8128,5,2025-09-04
12060,875,20,2026-06-29
12061,4107,11,2025-12-31
12062,7009,6,2025-05-15
12063,2006,4,2024-09-02
12064,6369,16,2024-09-15
12065,4432,16,2025-06-19
12066,3466,7,2025-08-13
12067,2411,14,2025-05-23
12068,8007,2,2025-01-27
12069,4445,20,2025-09-03
12070,1733,1,2024-10-19
12071,6736,7,2025-10-13
12072,1507,2,2024-12-25
12073,6206,16,2024-07-28
12074,9909,15,2024-07-25
12075,3831,20,2025-12-01
12076,8880,7,2024-08-23
12077,5459,4,2026-05-03
12078,7465,18,2025-01-12
12079,1041,17,2025-09-09
12080,6994,13,2026-03-14
12081,2589,17,2025-05-11
12082,2593,8,2024-12-28
12083,4255,17,2025-11-20
12084,8556,8,2025-11-01
12085,2808,9,2025-07-19
12086,3311,10,2025-08-21
12087,6252,18,2025-07-22
12088,860,18,2026-03-07
12089,3233,17,2025-05-10
12090,8560,3,2024-08-12
12091,9148,15,2025-11-13
12092,5796,12,2024-11-15
12093,2714,10,2026-04-12
12094,7278,17,2025-10-14
12095,2538,4,2025-11-28
12096,459,2,2025-03-24
12097,6843,4,2025-10-02
12098,4603,19,2025-04-10
12099,355,4,2025-11-07
12100,5863,16,2025-12-30
12101,2788,14,2025-07-10
12102,1273,9,2026-01-12
12103,9096,20,2024-12-31
12104,3183,19,2025-12-26
12105,7370,6,2025-06-18
12106,6976,17,2026-05-08
12107,2504,13,2024-12-07
12108,9996,10,2025-06-29
12109,7006,8,2026-05-09
12110,2578,18,2024-07-17
12111,2995,5,2024-10-15
12112,9022,12,2025-11-09
12113,8517,11,2024-07-22
12114,5156,15,2026-01-19
12115,2477,6,2024-10-24
12116,2923,8,2025-12-28
12117,4729,5,2026-03-12
12118,8215,12,2025-10-21
12119,6883,3,2025-06-10
12120,1884,6,2025-02-24
12121,6087,16,2025-02-12
12122,9912,1,2025-08-23
12123,7146,15,2025-10-07
12124,7161,12,2025-01-31
12125,1913,13,2024-09-26
12126,1727,2,2025-09-19
12127,4454,12,2026-02-05
12128,2824,10,2026-06-01
12129,4373,15,2025-10-04
12130,4670,19,2026-01-12
12131,1919,5,2025-02-01
12132,8659,9,2026-07-02
12133,7674,2,2026-05-09
12134,5617,6,2025-12-05
12135,5532,8,2025-11-24
12136,9402,15,2024-09-08
12137,2984,1,2025-11-07
12138,4742,20,2025-08-24
12139,3018,7,2024-10-29
12140,4718,4,2025-07-04
12141,2643,14,2026-03-31
12142,2060,15,2025-06-29
12143,6719,18,2026-02-03
12144,5118,10,2025-12-17
12145,6294,17,2025-01-13
12146,829,20,2025-12-13
12147,8396,2,2024-10-20
12148,5807,9,2025-02-21
12149,305,16,2025-12-06
12150,7702,8,2024-07-20
12151,6582,12,2025-11-03
12152,1703,10,2025-10-01
12153,3655,11,2025-03-17
12154,3966,14,2026-06-22
12155,6965,6,2025-11-01
12156,6472,15,2025-12-24
12157,3883,16,2024-12-21
12158,3510,15,2025-12-29
12159,6694,6,2025-01-17
12160,5440,4,2025-11-15
12161,8386,2,2025-04-16
12162,7146,9,2024-08-05
12163,3774,5,2024-10-31
12164,8029,15,2025-02-28
12165,2556,5,2025-03-25
12166,7310,9,2025-11-05
12167,2854,4,2025-07-07
12168,3794,6,2025-12-20
12169,8488,9,2025-02-14
12170,9338,5,2025-06-25
12171,8333,17,2025-10-04
12172,8475,3,2025-02-14
12173,6650,11,2026-03-11
12174,6726,10,2025-03-11
12175,1021,17,2026-06-09
12176,1044,20,2026-03-18
12177,110,8,2026-06-28
12178,6810,1,2025-05-16
12179,4471,11,2024-10-06
12180,6933,5,2026-04-04
12181,4949,2,2025-03-15
12182,3348,9,2026-05-17
12183,1367,11,2024-12-03
12184,8481,19,2025-03-01
12185,3387,9,2024-10-28
12186,3099,3,2024-09-14
12187,719,2,2025-12-12
12188,8367,3,2026-05-25
12189,3290,1,2025-01-14
12190,2274,4,2024-12-04
12191,6358,3,2025-01-15
12192,8984,5,2025-07-28
12193,1062,6,2024-10-30
12194,926,13,2026-06-16
12195,5635,17,2025-10-30
12196,7696,1,2026-01-12
12197,8457,6,2024-12-05
12198,5975,7,2024-09-15
12199,6284,5,2026-03-31
12200,6390,1,2025-04-22
12201,4629,1,2024-08-27
12202,7218,4,2025-09-14
12203,6392,17,2025-07-19
12204,978,15,2025-01-10
12205,3478,15,2025-10-04
12206,593,8,2026-01-23
12207,4235,19,2024-12-28
12208,6315,3,2025-12-06
12209,362,5,2024-07-24
12210,7087,17,2026-03-09
12211,8321,20,2024-10-05
12212,2651,6,2025-05-06
12213,3919,2,2025-03-26
12214,3404,8,2024-09-16
12215,3405,11,2024-07-28
12216,827,4,2024-10-11
12217,2270,18,2024-08-16
12218,8224,11,2026-02-18
12219,8247,17,2025-09-25
12220,9874,3,2025-05-01
12221,6411,20,2026-03-02
12222,8728,17,2025-08-28
12223,5644,6,2025-04-30
12224,1176,2,2026-06-29
12225,1391,14,2025-03-20
12226,2672,10,2025-07-02
12227,4609,10,2025-09-01
12228,7875,13,2025-01-01
12229,2331,6,2024-08-08
12230,7287,12,2025-01-01
12231,5720,9,2025-08-06
12232,9703,1,2026-03-31
12233,7709,18,2025-08-06
12234,7541,17,2024-12-03
12235,3265,13,2025-06-10
12236,9854,17,2024-10-07
12237,5031,17,2025-08-23
12238,5832,7,2026-05-12
12239,8206,20,2025-02-05
12240,2357,11,2026-05-14
12241,5804,17,2026-04-04
12242,364,7,2025-04-20
12243,422,4,2025-06-06
12244,8805,9,2024-11-28
12245,8649,15,2026-01-24
12246,1134,1,2026-06-23
12247,8208,8,2026-01-10
12248,7324,10,2025-09-11
12249,8022,14,2024-09-12
12250,201,9,2024-10-15
12251,3974,11,2026-01-18
12252,2534,11,2026-03-22
12253,2777,3,2025-08-28
12254,4196,13,2025-06-07
12255,3436,7,2025-12-02
12256,6992,1,2024-09-05
12257,4952,16,2025-05-11
12258,9734,8,2026-01-18
12259,3963,3,2025-03-08
12260,5598,6,2025-09-09
12261,405,18,2024-12-29
12262,9073,4,2025-08-19
12263,303,19,2024-11-11
12264,223,20,2025-03-08
12265,7717,9,2025-01-17
12266,246,19,2024-11-07
12267,2977,3,2024-10-16
12268,2320,9,2025-06-12
12269,2461,5,2024-11-18
12270,8155,20,2025-12-09
12271,8034,2,2026-06-25
12272,9146,2,2025-10-01
12273,4752,9,2025-08-01
12274,3962,17,2024-10-26
12275,1427,13,2026-05-14
12276,1377,3,2025-09-10
12277,4986,14,2025-07-08
12278,9662,2,2026-01-15
12279,6743,7,2024-12-05
12280,9794,4,2026-03-03
12281,224,11,2024-12-06
12282,1428,5,2026-02-28
12283,1925,13,2025-06-04
12284,453,10,2026-01-20
12285,288,11,2024-11-08
12286,8640,1,2025-03-06
12287,7980,18,2024-09-16
12288,4981,2,2026-05-18
12289,1312,8,2025-10-31
12290,1224,10,2025-10-24
12291,8906,17,2025-11-25
12292,9471,11,2026-01-14
12293,4309,18,2026-03-08
12294,5784,20,2025-09-09
12295,6017,16,2024-12-27
12296,84,20,2026-06-24
12297,7428,18,2025-08-20
12298,9591,8,2024-11-30
12299,3926,6,2025-09-16
12300,498,7,2025-08-15
12301,9035,13,2025-10-04
12302,7031,14,2025-04-24
12303,915,14,2024-10-06
12304,2032,10,2024-10-09
12305,7890,9,2026-02-20
12306,6867,20,2024-11-16
12307,5055,16,2025-05-12
12308,2828,7,2025-09-03
12309,9594,14,2024-10-02
12310,689,15,2025-06-02
12311,2363,2,2024-12-19
12312,7073,7,2024-08-13
12313,6530,5,2026-01-05
12314,5107,12,2024-07-13
12315,1939,3,2025-09-14
12316,4032,7,2025-05-03
12317,6746,13,2026-06-27
12318,2056,16,2024-07-17
12319,7015,14,2026-02-27
12320,7699,11,2024-08-30
12321,5573,10,2024-08-17
12322,2085,9,2026-01-25
12323,839,1,2026-04-04
12324,9990,1,2025-08-31
12325,9685,2,2026-01-06
12326,8516,5,2026-06-02
12327,3999,20,2024-11-02
12328,9883,4,2025-07-03
12329,331,3,2026-01-06
12330,7081,5,2024-12-29
12331,2610,10,2025-10-31
12332,404,8,2026-07-09
12333,5045,19,2026-04-28
12334,5677,7,2025-09-12
12335,7440,16,2024-07-28
12336,3891,19,2025-01-31
12337,409,15,2024-10-21
12338,3397,4,2026-06-17
12339,7421,1,2024-12-27
12340,2663,1,2025-12-31
12341,2732,3,2025-08-26
12342,2616,14,2026-05-12
12343,9951,3,2026-03-14
12344,2454,11,2025-02-04
12345,1750,10,2024-12-07
12346,1324,9,2026-05-11
12347,6744,10,2024-09-21
12348,9269,7,2025-05-17
12349,110,1,2025-06-23
12350,8494,11,2025-09-02
12351,2701,7,2026-05-17
12352,7439,4,2026-02-26
12353,3110,11,2024-08-06
12354,4339,18,2025-02-16
12355,8049,17,2025-08-29
12356,676,7,2024-10-28
12357,8190,2,2025-04-16
12358,9055,13,2024-12-12
12359,828,17,2025-03-12
12360,2026,5,2025-11-07
12361,907,14,2026-05-31
12362,1059,1,2025-07-17
12363,3450,13,2026-01-06
12364,1663,20,2024-07-16
12365,1055,13,2024-12-12
12366,2962,8,2024-10-16
12367,8629,15,2026-02-10
12368,8059,1,2026-01-24
12369,1444,11,2026-07-05
12370,509,2,2024-07-26
12371,1586,15,2025-04-10
12372,3410,9,2025-06-21
12373,4857,1,2025-08-27
12374,1224,6,2026-04-16
12375,7947,15,2024-12-25
12376,1581,9,2025-01-31
12377,9521,9,2026-05-13
12378,482,6,2025-06-24
12379,7973,4,2026-07-02
12380,1459,14,2024-07-31
12381,8045,9,2025-04-17
12382,3354,16,2025-04-19
12383,5523,1,2026-07-03
12384,1962,8,2025-11-07
12385,7985,14,2024-07-14
12386,9160,3,2025-12-15
12387,5076,10,2025-02-21
12388,328,14,2025-01-06
12389,8555,13,2025-02-25
12390,1846,13,2025-12-06
12391,6230,20,2025-03-18
12392,75,5,2024-07-21
12393,6785,7,2024-11-13
12394,8376,20,2025-04-23
12395,8761,2,2024-07-13
12396,4326,20,2025-03-09
12397,6651,12,2025-03-10
12398,3548,19,2026-06-20
12399,9142,20,2024-11-13
12400,6412,4,2026-03-06
12401,3611,4,2024-09-19
12402,7706,2,2024-08-26
12403,6714,14,2025-03-26
12404,8758,19,2025-06-25
12405,7562,1,2026-04-26
12406,4568,5,2026-04-08
12407,5729,2,2024-10-28
12408,4026,18,2026-01-11
12409,1409,6,2026-04-06
12410,2176,5,2024-10-24
12411,4032,18,2024-11-25
12412,3934,7,2024-11-23
12413,2273,6,2024-10-20
12414,8269,9,2024-10-26
12415,2420,14,2025-04-12
12416,636,17,2024-08-01
12417,5476,12,2025-07-29
12418,8615,19,2025-06-30
12419,4258,3,2026-04-25
12420,5430,1,2026-07-11
12421,4722,20,2025-03-22
12422,1020,15,2024-11-15
12423,6499,10,2024-11-04
12424,1158,5,2025-09-13
12425,2223,8,2024-09-05
12426,17,13,2025-06-17
12427,9819,2,2026-02-12
12428,2893,13,2025-01-24
12429,7204,5,2024-10-27
12430,6353,3,2026-07-05
12431,3301,14,2026-03-17
12432,1003,6,2025-09-22
12433,815,7,2026-06-12
12434,2818,5,2026-05-24
12435,528,2,2024-07-28
12436,3200,20,2026-01-04
12437,7506,17,2025-06-21
12438,7229,1,2025-01-20
12439,9899,16,2025-11-20
12440,2362,13,2025-02-19
12441,1010,8,2024-10-08
12442,8793,16,2026-04-14
12443,8446,1,2025-01-14
12444,2928,9,2025-06-09
12445,4766,13,2025-08-31
12446,7002,19,2024-10-03
12447,3513,19,2024-10-13
12448,8166,8,2025-10-28
12449,1585,9,2024-07-25
12450,7396,9,2025-06-10
12451,3442,10,2025-07-25
12452,3157,12,2026-02-09
12453,7802,12,2024-10-31
12454,489,3,2025-06-06
12455,9672,7,2025-11-05
12456,5369,19,2026-05-11
12457,688,5,2025-05-26
12458,9643,5,2025-11-29
12459,2075,18,2026-02-05
12460,3497,16,2025-09-12
12461,7714,16,2026-02-26
12462,9487,12,2024-08-31
12463,3494,5,2024-09-01
12464,1453,17,2025-01-14
12465,6352,18,2026-04-17
12466,8945,14,2025-11-30
12467,946,3,2025-01-11
12468,6076,20,2026-05-09
12469,6104,18,2025-04-16
12470,9649,12,2024-09-08
12471,6955,15,2026-05-02
12472,5050,15,2025-03-16
12473,3619,5,2025-04-07
12474,8805,18,2025-07-12
12475,4038,19,2026-02-12
12476,2831,12,2026-01-11
12477,1319,12,2025-06-04
12478,6850,12,2026-01-07
12479,2941,16,2025-12-12
12480,400,10,2025-10-04
12481,6668,6,2025-08-21
12482,2761,16,2025-02-09
12483,5851,10,2026-01-06
12484,8440,20,2025-09-18
12485,4551,9,2024-08-13
12486,7336,14,2025-03-04
12487,8896,8,2026-03-02
12488,5119,9,2026-03-13
12489,1,1,2025-12-30
12490,7892,15,2025-10-11
12491,8210,19,2026-07-12
12492,5181,9,2025-06-11
12493,1419,11,2024-12-02
12494,6718,14,2026-04-21
12495,9421,13,2025-04-30
12496,4466,18,2026-02-04
12497,7914,13,2024-11-03
12498,1161,15,2025-02-19
12499,9537,20,2026-06-17
12500,669,18,2025-02-22
12501,678,20,2026-03-25
12502,6892,7,2024-11-27
12503,106,16,2024-09-16
12504,2550,7,2025-05-11
12505,3516,13,2025-02-16
12506,5707,2,2024-10-09
12507,8904,7,2025-01-05
12508,3753,14,2024-12-29
12509,8997,8,2025-10-04
12510,6543,17,2025-07-16
12511,1690,14,2024-09-21
12512,6163,16,2026-03-12
12513,8801,1,2026-03-02
12514,5012,14,2025-11-16
12515,9476,15,2026-06-06
12516,1521,9,2024-09-04
12517,3049,16,2025-01-05
12518,2389,11,2024-11-29
12519,5307,2,2025-02-05
12520,6363,7,2024-12-29
12521,174,17,2026-03-10
12522,6563,3,2024-12-19
12523,6797,9,2024-10-23
12524,7596,19,2025-12-24
12525,4072,19,2024-12-06
12526,9686,18,2025-01-20
12527,9399,17,2026-04-16
12528,6898,8,2025-12-28
12529,7265,6,2026-06-09
12530,5887,3,2025-09-10
12531,2450,16,2025-02-21
12532,9073,18,2025-07-10
12533,9511,1,2025-08-01
12534,6024,7,2026-05-30
12535,7987,12,2026-05-10
12536,937,7,2025-08-04
12537,5938,7,2025-06-04
12538,1502,12,2026-06-03
12539,7612,2,2024-12-24
12540,5097,14,2026-02-08
12541,6165,10,2024-09-06
12542,3679,7,2025-07-09
12543,4665,15,2025-09-12
12544,8348,15,2026-07-05
12545,8737,19,2026-03-18
12546,2685,15,2025-07-29
12547,5965,2,2025-02-11
12548,7952,13,2026-04-09
12549,1239,7,2024-12-21
12550,3723,20,2025-04-21
12551,9180,12,2025-05-24
12552,2256,6,2024-10-13
12553,1472,18,2024-09-27
12554,3913,12,2024-11-21
12555,2319,3,2025-06-13
12556,5395,11,2025-02-07
12557,9556,18,2025-05-18
12558,6055,9,2026-01-12
12559,2177,14,2025-11-16
12560,4011,6,2026-07-10
12561,7290,9,2025-10-09
12562,9923,10,2025-04-02
12563,6264,11,2024-12-12
12564,133,18,2025-10-18
12565,3484,9,2025-09-16
12566,9670,3,2025-02-11
12567,2669,3,2024-11-29
12568,7909,15,2026-07-09
12569,2909,2,2025-07-02
12570,4345,7,2025-11-20
12571,5482,19,2024-11-24
12572,784,2,2025-06-28
12573,74,7,2026-06-09
12574,6775,19,2024-10-03
12575,2887,11,2025-03-29
12576,8011,14,2025-02-01
12577,705,16,2025-03-18
12578,1024,18,2024-08-29
12579,9722,7,2025-03-04
12580,1789,11,2025-12-29
12581,594,19,2025-01-16
12582,1234,8,2025-10-30
12583,8803,17,2026-07-06
12584,8769,9,2025-06-04
12585,374,16,2026-04-08
12586,4644,11,2026-06-24
12587,5313,7,2025-08-17
12588,8188,8,2024-12-02
12589,9602,17,2025-10-18
12590,6351,2,2024-10-29
12591,1282,10,2025-09-29
12592,9832,11,2025-01-27
12593,993,11,2024-10-05
12594,4934,13,2025-10-19
12595,6573,16,2024-11-14
12596,5823,7,2026-04-14
12597,9938,7,2024-08-20
12598,9877,3,2024-12-17
12599,5307,14,2025-06-18
12600,6812,20,2026-06-22
12601,9287,17,2026-03-05
12602,3723,18,2025-02-27
12603,5156,8,2026-05-24
12604,4867,15,2024-08-20
12605,3776,13,2024-11-25
12606,494,13,2025-10-25
12607,7400,12,2026-02-19
12608,8343,4,2025-09-21
12609,366,1,2025-02-22
12610,3234,8,2026-02-19
12611,6239,13,2025-07-02
12612,6262,15,2024-10-20
12613,4608,6,2024-07-29
12614,9894,6,2025-07-11
12615,7223,7,2025-06-14
12616,4644,6,2024-11-08
12617,7397,19,2026-06-05
12618,2323,6,2025-01-12
12619,9194,11,2026-02-02
12620,2624,5,2025-06-22
12621,6927,16,2024-07-15
12622,158,13,2025-08-05
12623,9428,19,2026-02-28
12624,3234,14,2026-03-22
12625,59,19,2025-08-14
12626,2856,10,2025-05-28
12627,9983,4,2025-10-27
12628,4242,19,2025-08-29
12629,3049,20,2026-04-04
